OrderID,ProductID,SupplierPrice,SalePrice,Quantity,Discount,Profit
CA-2016-118255,OFF-BI-10003291,13.3569,17.46,2,0.0,8.2062
CA-2014-146703,OFF-ST-10001713,209.84040000000002,211.96,4,0.0,8.4784
CA-2016-169194,TEC-AC-10002167,43.35,45.0,3,0.0,4.95
CA-2016-169194,TEC-PH-10003988,18.748,21.8,2,0.0,6.104
CA-2015-115742,OFF-BI-10004410,35.226099999999995,38.22,6,0.0,17.9634
CA-2015-115742,OFF-LA-10002762,69.29090000000001,75.18,6,0.0,35.3346
CA-2015-115742,FUR-FU-10001706,4.6816,6.16,2,0.0,2.9568
CA-2015-115742,FUR-CH-10003061,72.89189999999999,89.99,1,0.0,17.0981
CA-2016-105816,OFF-FA-10000304,14.366199999999997,15.26,7,0.0,6.2566
CA-2016-105816,TEC-PH-10002447,970.2129000000001,1029.95,5,0.0,298.6855
CA-2016-111682,OFF-ST-10000604,199.87,208.56,6,0.0,52.14
CA-2016-111682,OFF-PA-10001569,29.2896,32.4,5,0.0,15.552
CA-2016-111682,FUR-CH-10003968,286.04940000000005,319.41,5,0.1,7.098
CA-2016-111682,OFF-PA-10000587,11.0656,14.56,2,0.0,6.9888
CA-2016-111682,TEC-AC-10002167,28.35,30.0,2,0.0,3.3
CA-2016-111682,OFF-BI-10001460,34.6935,48.48,4,0.2,16.362
CA-2016-111682,OFF-AR-10001868,0.84,1.68,1,0.0,0.84
CA-2015-135545,TEC-AC-10004633,10.9044,13.98,2,0.0,6.1512
CA-2015-135545,OFF-BI-10001078,19.099000000000004,25.824,6,0.2,9.3612
CA-2015-135545,OFF-PA-10003892,123.74229999999999,146.73,3,0.0,68.9631
CA-2015-135545,FUR-FU-10000397,74.1768,79.76,4,0.0,22.3328
US-2015-164175,FUR-CH-10001146,152.22499999999997,213.115,5,0.3,-15.2225
CA-2014-106376,OFF-AR-10002671,876.5064,1113.024,8,0.2,111.3024
CA-2014-106376,TEC-PH-10002726,118.62740000000001,167.968,4,0.2,62.988
CA-2016-119823,OFF-PA-10000482,58.048199999999994,75.88,2,0.0,35.6636
CA-2016-106075,OFF-BI-10004654,1.9618,4.616,1,0.2,1.731
CA-2017-114440,OFF-PA-10004675,16.129,19.05,3,0.0,8.763
US-2015-134026,FUR-CH-10000513,679.8477,831.936,8,0.2,-114.3912
US-2015-134026,FUR-FU-10003708,77.02550000000001,97.04,2,0.2,1.213
US-2015-134026,OFF-ST-10004123,76.42320000000001,72.784,1,0.2,-18.196
US-2017-118038,OFF-BI-10004182,0.8944,1.248,3,0.8,-1.9344
US-2017-118038,FUR-FU-10000260,5.824800000000001,9.708,3,0.6,-5.8248
US-2017-118038,OFF-ST-10000615,20.884,27.24,3,0.2,2.724
US-2014-147606,FUR-FU-10003194,10.615,19.3,5,0.6,-14.475
CA-2016-127208,OFF-AP-10002118,151.9568,208.16,1,0.0,56.2032
CA-2016-127208,OFF-BI-10002309,14.061599999999999,16.74,3,0.0,8.0352
CA-2014-139451,OFF-AR-10002053,14.0656,14.9,5,0.0,4.172
CA-2014-139451,OFF-ST-10002370,15.186900000000001,21.39,1,0.0,6.2031
CA-2015-149734,OFF-EN-10000927,151.81470000000004,200.984,7,0.2,62.8075
US-2017-119662,OFF-ST-10003656,200.6191,230.376,3,0.2,-48.9549
CA-2017-140088,FUR-CH-10000863,285.3522,301.96,2,0.0,33.2156
CA-2017-155558,TEC-AC-10001998,13.193399999999999,19.99,1,0.0,6.7966
CA-2017-155558,OFF-LA-10000134,4.6816,6.16,2,0.0,2.9568
CA-2016-159695,OFF-ST-10003442,124.7148,158.368,7,0.2,13.8572
CA-2016-109806,OFF-AR-10004930,17.889,20.1,3,0.0,6.633
CA-2016-109806,TEC-PH-10004093,54.728100000000005,73.584,2,0.2,8.2782
CA-2016-109806,OFF-PA-10000304,3.3696000000000006,6.48,1,0.0,3.1104
CA-2015-149587,OFF-PA-10003177,9.8496,12.96,2,0.0,6.2208
CA-2015-149587,FUR-FU-10003799,47.8282,53.34,3,0.0,16.5354
CA-2015-149587,OFF-BI-10002852,24.8848,32.96,2,0.0,16.1504
US-2017-109484,OFF-BI-10004738,5.4926,5.682,1,0.7,-3.788
CA-2017-161018,FUR-FU-10000629,90.7382,96.53,7,0.0,40.5426
CA-2017-157833,OFF-BI-10001721,35.0632,51.312,3,0.2,17.9592
CA-2016-149223,OFF-AP-10000358,74.1158,77.88,6,0.0,22.5852
CA-2016-158568,OFF-PA-10003256,48.467999999999996,64.624,7,0.2,22.6184
CA-2016-158568,TEC-AC-10001767,80.3799,95.976,3,0.2,-10.7973
CA-2016-158568,OFF-BI-10002609,1.3708,1.788,3,0.8,-3.0396
CA-2016-129903,OFF-PA-10004040,20.989800000000002,23.92,4,0.0,11.7208
US-2015-156867,TEC-AC-10001552,195.5961,238.896,6,0.2,-26.8758
US-2015-156867,FUR-FU-10004006,83.1675,102.36,3,0.2,-3.8385
US-2015-156867,OFF-BI-10002794,19.6704,36.882,3,0.7,-25.8174
CA-2017-119004,TEC-AC-10003499,57.0894,74.112,8,0.2,17.6016
CA-2017-119004,TEC-PH-10002844,20.294200000000004,27.992,1,0.2,2.0994
CA-2017-119004,OFF-AR-10000390,1.5694000000000001,3.304,1,0.2,1.0738
CA-2015-129476,TEC-AC-10000844,258.36960000000005,339.96,5,0.2,67.992
CA-2017-146780,FUR-FU-10001934,36.5052,41.96,2,0.0,10.9096
CA-2016-128867,OFF-AR-10000380,64.56599999999999,75.96,2,0.0,22.788
CA-2016-128867,OFF-BI-10003981,25.0154,27.24,6,0.0,13.3476
CA-2014-115259,OFF-FA-10000621,31.0386,40.096,14,0.2,14.5348
CA-2014-115259,OFF-EN-10002600,2.9499999999999997,4.72,2,0.2,1.652
CA-2014-115259,OFF-PA-10004965,16.6833,23.976,3,0.2,7.4925
CA-2014-115259,OFF-EN-10002504,97.0326,130.464,6,0.2,44.0316
CA-2015-110457,FUR-TA-10001768,732.4029,787.53,3,0.0,165.3813
US-2015-136476,OFF-BI-10003650,163.0538,157.794,1,0.7,-115.7156
CA-2016-103730,FUR-FU-10002157,40.9248,47.04,3,0.0,18.3456
CA-2016-103730,OFF-BI-10003910,27.3705,30.84,4,0.0,13.878
CA-2016-103730,OFF-ST-10000777,215.98720000000003,226.56,6,0.0,63.4368
CA-2016-103730,OFF-EN-10002500,109.269,115.02,9,0.0,51.759
CA-2016-103730,TEC-PH-10003875,65.2212,68.04,7,0.0,19.7316
US-2014-152030,FUR-CH-10004063,423.25039999999996,600.558,3,0.3,-8.5794
US-2014-134614,FUR-TA-10004534,376.797,617.7,6,0.5,-407.682
US-2017-107272,OFF-BI-10003274,1.6318000000000001,2.388,2,0.7,-1.8308
US-2017-107272,OFF-ST-10002974,190.8366,243.992,7,0.2,30.499
US-2016-125969,FUR-CH-10001146,69.7193,81.424,2,0.2,-9.1602
US-2016-125969,FUR-FU-10003773,229.81280000000004,238.56,3,0.0,26.2416
US-2017-164147,TEC-PH-10002293,38.3808,59.97,5,0.4,-11.994
US-2017-164147,OFF-PA-10002377,47.961200000000005,78.304,2,0.2,29.364
US-2017-164147,OFF-FA-10002780,16.39,21.456,9,0.2,6.9732
CA-2016-145583,OFF-PA-10001804,16.8336,20.04,3,0.0,9.6192
CA-2016-145583,OFF-PA-10001736,18.783199999999997,35.44,1,0.0,16.6568
CA-2016-145583,OFF-AR-10001149,10.655999999999999,11.52,4,0.0,3.456
CA-2016-145583,OFF-FA-10002988,3.0350999999999995,4.02,2,0.0,1.9698
CA-2016-145583,OFF-BI-10004781,52.05360000000001,76.176,3,0.2,26.6616
CA-2016-145583,OFF-SU-10001218,62.8056,65.88,6,0.0,18.4464
CA-2016-145583,FUR-FU-10001706,41.6416,43.12,14,0.0,20.6976
CA-2016-110366,FUR-FU-10004848,61.065,82.8,2,0.2,10.35
CA-2017-106180,OFF-AR-10000940,8.026200000000001,8.82,3,0.0,2.3814
CA-2017-106180,OFF-EN-10004030,9.1586,10.86,3,0.0,5.1042
CA-2017-106180,OFF-PA-10004327,120.70799999999998,143.7,3,0.0,68.976
CA-2017-155376,OFF-AP-10001058,766.6794,839.43,3,0.0,218.2518
CA-2015-110744,OFF-ST-10003656,669.0502999999999,671.93,7,0.0,20.1579
CA-2014-110072,FUR-FU-10000521,71.88300000000001,93.888,4,0.2,12.9096
CA-2016-114489,TEC-PH-10000215,375.0135,384.45,11,0.0,103.8015
CA-2016-114489,TEC-PH-10001448,147.97039999999998,149.97,3,0.0,5.9988
CA-2016-114489,FUR-CH-10000454,1878.646,1951.84,8,0.0,585.552
CA-2016-114489,OFF-BI-10002735,155.4243,171.55,5,0.0,80.6285
CA-2016-158834,OFF-AP-10000326,122.7828,157.92,5,0.2,17.766
CA-2016-158834,TEC-PH-10001254,154.9278,203.184,2,0.2,15.2388
CA-2015-124919,OFF-PA-10001950,54.627,58.38,7,0.0,26.271
CA-2015-124919,OFF-PA-10002254,93.3852,105.52,4,0.0,48.5392
CA-2015-124919,OFF-ST-10001590,77.37519999999999,80.88,6,0.0,21.0288
CA-2015-118948,OFF-AR-10001547,6.0333000000000006,6.63,3,0.0,1.7901
CA-2014-104269,FUR-CH-10004063,340.3162,457.568,2,0.2,51.4764
CA-2016-114104,OFF-LA-10002475,11.184299999999999,14.62,2,0.0,6.8714
CA-2016-114104,TEC-PH-10004536,911.1824999999999,944.93,7,0.0,236.2325
CA-2016-162733,OFF-PA-10002751,3.2890000000000006,5.98,1,0.0,2.691
CA-2015-119697,TEC-AC-10003657,42.827400000000004,54.384,2,0.2,1.3596
CA-2016-154508,OFF-EN-10001990,25.730399999999996,28.4,5,0.0,13.348
CA-2016-113817,OFF-BI-10004002,17.3,27.68,2,0.2,9.688
CA-2014-139892,OFF-AR-10004441,7.038000000000001,9.936,3,0.2,2.7324
CA-2014-139892,TEC-MA-10000822,5065.9702,8159.952,8,0.4,-1359.992
CA-2014-139892,OFF-ST-10000991,240.2873,275.928,3,0.2,-58.6347
CA-2014-139892,FUR-CH-10004287,1220.8039999999999,1740.06,9,0.3,-24.858
CA-2014-139892,OFF-AR-10002656,24.515600000000003,32.064,6,0.2,6.8136
CA-2014-139892,OFF-AP-10002518,126.3658,177.98,5,0.8,-453.849
CA-2014-139892,TEC-PH-10003931,112.18130000000002,143.976,3,0.2,8.9985
CA-2014-118962,OFF-PA-10000659,17.6594,20.94,3,0.0,9.8418
CA-2014-118962,OFF-PA-10001144,84.3296,110.96,2,0.0,53.2608
CA-2014-118962,FUR-CH-10003817,269.07820000000004,340.144,7,0.2,21.259
US-2014-100853,OFF-AP-10000891,76.0496,52.448,2,0.8,-131.12
US-2014-100853,OFF-LA-10003148,14.49,20.16,4,0.2,6.552
US-2017-152366,OFF-AP-10002684,80.24279999999999,97.264,4,0.8,-243.16
US-2015-101511,FUR-CH-10004698,279.381,396.802,7,0.3,-11.3372
US-2015-101511,OFF-SU-10002189,13.4583,15.88,5,0.2,-3.7715
CA-2015-137225,OFF-AR-10001940,1.8695999999999997,3.28,1,0.0,1.4104
CA-2014-166191,OFF-ST-10003455,18.922200000000004,24.816,2,0.2,1.8612
CA-2014-166191,TEC-AC-10004659,316.0467,408.744,7,0.2,76.6395
CA-2014-158274,TEC-PH-10003273,471.20259999999996,503.96,4,0.0,131.0296
CA-2014-158274,TEC-PH-10004896,141.5528,149.95,5,0.0,41.986
CA-2014-158274,TEC-AC-10002345,25.375,29.0,2,0.0,7.25
CA-2016-105018,OFF-BI-10001890,5.4416,7.16,2,0.0,3.4368
CA-2014-123260,TEC-AC-10002323,173.92700000000002,176.8,8,0.0,22.984
CA-2016-157000,OFF-ST-10001328,28.5384,37.224,3,0.2,3.7224
CA-2016-157000,OFF-PA-10001950,13.927799999999998,20.016,3,0.2,6.255
CA-2015-102281,FUR-BO-10002613,691.2108000000001,899.136,4,0.2,112.392
CA-2015-102281,TEC-PH-10001552,68.41120000000001,71.76,6,0.0,20.0928
CA-2015-102281,OFF-PA-10000061,48.729600000000005,51.84,8,0.0,24.8832
CA-2015-102281,FUR-BO-10002545,485.4228,626.352,3,0.2,46.9764
CA-2015-102281,OFF-AR-10003514,18.586599999999997,19.9,5,0.0,6.567
CA-2015-131457,OFF-EN-10001509,13.3212,14.28,7,0.0,6.7116
CA-2014-140004,OFF-AR-10004685,5.324500000000001,7.408,2,0.2,1.2038
CA-2014-140004,OFF-AR-10004027,4.3092,6.048,3,0.2,1.5876
CA-2017-107720,OFF-ST-10001414,42.2508,46.26,3,0.0,12.0276
US-2017-124303,OFF-BI-10000343,2.0131,2.946,2,0.7,-2.2586
US-2017-124303,OFF-PA-10002749,10.9047,16.056,3,0.2,5.8203
CA-2017-105074,OFF-PA-10002666,15.130199999999997,21.744,3,0.2,6.795
CA-2014-133690,FUR-TA-10004289,190.3125,218.75,2,0.5,-161.875
CA-2014-133690,OFF-AP-10003622,1.7875,2.6,1,0.2,0.2925
US-2017-116701,OFF-AP-10003217,102.7402,66.284,2,0.8,-178.9668
CA-2017-126382,FUR-FU-10002960,26.7528,35.168,7,0.2,9.6712
CA-2017-108329,TEC-PH-10001918,344.6952,444.768,4,0.2,44.4768
CA-2017-135860,OFF-ST-10000642,82.4514,83.92,4,0.0,5.8744
CA-2017-135860,TEC-PH-10001700,114.16269999999999,131.98,2,0.0,35.6346
CA-2017-135860,OFF-BI-10003274,14.0494,15.92,4,0.0,7.4824
CA-2017-135860,OFF-FA-10000134,50.4889,52.29,9,0.0,16.2099
CA-2017-135860,OFF-ST-10001522,88.3104,91.99,1,0.0,3.6796
CA-2015-101007,TEC-AC-10001266,13.39,20.8,2,0.2,6.5
CA-2015-146262,OFF-LA-10004544,14.503999999999998,23.68,2,0.2,8.88
CA-2015-146262,FUR-BO-10004695,275.0896,452.45,5,0.5,-244.323
CA-2015-146262,TEC-PH-10002844,42.6878,62.982,3,0.4,-14.6958
CA-2015-146262,TEC-MA-10000864,462.0,1188.0,9,0.7,-950.4
CA-2015-146262,TEC-AC-10000109,69.42760000000001,89.584,2,0.2,4.4792
CA-2016-130162,OFF-ST-10001328,88.7172,93.06,6,0.0,26.0568
CA-2016-130162,TEC-PH-10002563,234.34140000000002,302.376,3,0.2,22.6782
CA-2015-169397,OFF-FA-10000585,3.5598,5.584,2,0.2,1.8148
CA-2015-169397,OFF-PA-10004000,16.7915,22.704,6,0.2,8.2302
CA-2015-169397,OFF-BI-10002852,9.393600000000001,19.776,4,0.7,-13.8432
CA-2015-169397,FUR-FU-10000087,53.391999999999996,72.704,4,0.2,19.0848
CA-2015-169397,TEC-MA-10001148,239.99400000000003,479.988,4,0.7,-383.9904
CA-2015-169397,OFF-AR-10001958,20.376,27.168,2,0.2,2.7168
CA-2015-163055,OFF-AR-10001026,1.2320000000000002,2.2,1,0.0,0.968
CA-2015-163055,FUR-TA-10003748,595.0622000000001,622.45,5,0.0,136.939
CA-2015-163055,OFF-ST-10002485,21.7602,21.98,1,0.0,0.2198
US-2015-145436,FUR-CH-10004860,143.3916,161.568,2,0.2,-28.2744
US-2015-145436,FUR-CH-10004477,306.27670000000006,389.696,8,0.2,43.8408
US-2014-156216,OFF-BI-10001679,7.370400000000002,18.648,7,0.7,-12.432
US-2017-100930,FUR-TA-10001705,179.64700000000002,233.86,2,0.45,-102.048
US-2017-100930,FUR-TA-10003473,424.08657500000004,620.6145,3,0.45,-248.2458
US-2017-100930,OFF-BI-10001679,3.3744000000000005,5.328,2,0.7,-3.552
US-2017-100930,FUR-FU-10004017,206.45760000000004,258.072,3,0.2,0.0
US-2017-100930,TEC-AC-10003832,496.95570000000004,617.976,3,0.2,-7.7247
CA-2017-160514,OFF-PA-10002479,8.184000000000001,10.56,2,0.0,4.752
CA-2016-157749,OFF-PA-10003349,18.856800000000003,25.92,5,0.2,9.396
CA-2016-157749,FUR-FU-10000576,239.21760000000003,419.68,5,0.6,-356.728
CA-2016-157749,FUR-FU-10004351,6.2336,11.688,3,0.6,-4.6752
CA-2016-157749,TEC-PH-10000011,19.990000000000002,31.984,2,0.2,11.1944
CA-2016-157749,FUR-TA-10002607,112.7151,177.225,5,0.5,-120.513
CA-2016-157749,FUR-FU-10002505,2.5612,4.044,3,0.6,-2.8308
CA-2016-157749,OFF-AR-10004685,5.324500000000001,7.408,2,0.2,1.2038
CA-2014-131926,FUR-CH-10004063,1918.9257999999998,2001.86,7,0.0,580.5394
CA-2014-131926,OFF-ST-10002276,145.88,166.72,2,0.0,41.68
CA-2014-131926,OFF-PA-10004082,43.89000000000001,47.88,6,0.0,23.94
CA-2014-131926,OFF-AP-10002945,1404.0355,1503.25,5,0.0,496.0725
CA-2014-131926,OFF-PA-10000061,22.809600000000003,25.92,4,0.0,12.4416
CA-2016-154739,FUR-CH-10002965,243.18579999999997,321.568,2,0.2,28.1372
CA-2016-145625,OFF-PA-10004569,4.0333000000000006,7.61,1,0.0,3.5767
CA-2016-145625,TEC-AC-10003832,3298.4469,3347.37,13,0.0,636.0003
CA-2016-146941,OFF-ST-10001228,76.8196,80.58,6,0.0,22.5624
CA-2016-146941,OFF-EN-10003296,321.204,361.92,4,0.0,162.864
US-2015-159982,FUR-FU-10002505,5.796400000000001,12.132,9,0.6,-8.4924
US-2015-159982,OFF-ST-10004804,75.6756,82.368,2,0.2,-19.5624
US-2015-159982,OFF-ST-10001590,42.3272,53.92,5,0.2,4.044
US-2015-159982,TEC-PH-10001580,508.87460000000004,647.904,6,0.2,56.6916
CA-2017-163139,TEC-AC-10000290,18.0614,20.37,3,0.0,6.9258
CA-2017-163139,OFF-ST-10002790,219.33450000000005,221.55,3,0.0,6.6465
CA-2017-163139,OFF-BI-10003460,12.7896,17.52,5,0.2,6.132
US-2017-155299,OFF-AP-10002203,2.5578000000000003,1.624,2,0.8,-4.466
US-2014-106992,TEC-MA-10000822,2005.9882,3059.982,3,0.4,-509.997
US-2014-106992,TEC-MA-10003353,1547.9742,2519.958,7,0.4,-251.9958
CA-2016-125318,TEC-PH-10001433,255.3993,328.224,4,0.2,28.7196
CA-2015-155040,TEC-AC-10004469,62.322,79.9,2,0.0,35.156
CA-2017-136826,OFF-AR-10003602,9.636000000000001,14.016,3,0.2,4.7304
CA-2016-111010,OFF-FA-10003472,7.5096,7.56,6,0.0,0.3024
US-2017-145366,OFF-ST-10004180,37.208,37.208,1,0.2,-7.4416
US-2017-145366,OFF-EN-10004386,38.8638,57.576,3,0.2,21.591
CA-2017-163979,OFF-ST-10003208,673.2166000000001,725.84,4,0.0,210.4936
CA-2015-155334,TEC-AC-10003628,196.7344,209.93,7,0.0,92.3692
CA-2015-155334,FUR-FU-10003274,4.5056,5.28,3,0.0,2.3232
CA-2015-155334,OFF-BI-10002557,7.371000000000001,10.92,3,0.2,4.095
CA-2017-118136,OFF-PA-10002615,6.7914,8.82,2,0.0,4.0572
CA-2017-118136,OFF-AR-10001427,4.4252,5.98,1,0.0,1.5548
CA-2017-132976,OFF-PA-10000673,7.28,11.648,2,0.2,4.0768
CA-2017-132976,OFF-PA-10004470,13.064,18.176,4,0.2,5.9072
CA-2017-132976,OFF-ST-10000876,46.77440000000001,59.712,6,0.2,5.9712
CA-2017-132976,OFF-LA-10002043,16.974,24.84,3,0.2,8.694
US-2015-161991,OFF-BI-10004967,1.1023999999999998,2.08,5,0.8,-3.432
US-2015-161991,TEC-PH-10001760,837.7900000000001,1114.4,7,0.2,376.11
CA-2015-130890,FUR-TA-10002903,820.6836,1038.84,5,0.2,51.942
CA-2015-130883,OFF-PA-10000474,103.83919999999998,141.76,5,0.2,47.844
CA-2015-130883,TEC-AC-10001956,182.24800000000002,239.8,5,0.2,47.96
CA-2015-130883,OFF-PA-10004100,23.0688,31.104,6,0.2,10.8864
CA-2016-112697,OFF-BI-10000778,100.41340000000001,254.058,7,0.7,-169.372
CA-2016-112697,OFF-AP-10002684,143.4644,194.528,2,0.2,24.316
CA-2016-112697,OFF-SU-10000646,810.0469,961.48,5,0.2,-204.3145
CA-2016-110772,OFF-FA-10002983,14.322000000000001,19.096,7,0.2,6.6836
CA-2016-110772,OFF-LA-10004689,14.016499999999999,18.496,8,0.2,6.2424
CA-2016-110772,TEC-AC-10002001,177.58890000000002,255.984,2,0.2,54.3966
CA-2016-110772,FUR-BO-10004709,59.7194,86.97,3,0.5,-48.7032
CA-2014-111451,FUR-FU-10004091,230.4754,300.416,8,0.2,78.8592
CA-2014-111451,FUR-CH-10001891,177.56300000000002,230.352,3,0.2,20.1558
CA-2014-111451,FUR-FU-10002918,182.86980000000003,218.352,3,0.2,-24.5646
CA-2014-111451,OFF-BI-10004593,36.156,78.6,5,0.7,-62.88
CA-2014-111451,OFF-FA-10004854,18.942000000000004,27.552,3,0.2,9.2988
CA-2016-142545,OFF-PA-10002105,29.2896,32.4,5,0.0,15.552
CA-2016-142545,OFF-ST-10002756,1081.1269,1082.48,8,0.0,10.8248
CA-2016-142545,OFF-PA-10004243,47.804399999999994,56.91,3,0.0,27.3168
CA-2016-142545,FUR-FU-10001861,68.094,77.6,4,0.0,38.024
CA-2016-142545,OFF-BI-10002706,7.711199999999999,14.28,1,0.0,6.5688
US-2017-152380,FUR-TA-10002533,153.3525,219.075,3,0.5,-131.445
CA-2015-144253,FUR-FU-10002671,20.368000000000002,26.8,2,0.0,12.864
CA-2014-130960,OFF-AR-10003651,8.8888,9.84,3,0.0,2.8536
CA-2014-111003,OFF-BI-10001072,38.5064,45.48,3,0.0,20.9208
CA-2014-111003,OFF-AR-10002135,275.222,289.2,6,0.0,83.868
CA-2017-126774,OFF-AR-10002804,2.8850999999999996,4.89,1,0.0,2.0049
CA-2016-142902,FUR-FU-10001918,11.2101,15.136,4,0.2,3.5948
CA-2016-142902,FUR-CH-10004086,347.1587,466.768,2,0.2,52.5114
CA-2016-142902,FUR-FU-10001756,10.472000000000001,15.232,1,0.2,1.7136
CA-2016-142902,OFF-LA-10000634,4.3326,6.264,3,0.2,2.0358
CA-2014-120887,FUR-FU-10001588,74.9926,87.54,3,0.0,37.6422
CA-2014-167850,TEC-PH-10002398,131.5582,178.384,2,0.2,22.298
CA-2014-167850,OFF-PA-10001937,10.6272,15.552,3,0.2,5.4432
CA-2014-164259,OFF-AR-10003373,77.14020000000001,99.136,4,0.2,8.6744
CA-2014-164973,FUR-CH-10002602,98.137,135.882,1,0.1,24.1568
CA-2014-164973,TEC-MA-10002927,2993.985,3991.98,2,0.0,1995.99
CA-2014-164973,TEC-PH-10004093,262.6029,275.94,6,0.0,80.0226
CA-2014-164973,TEC-AC-10000892,327.6,360.0,4,0.0,129.6
CA-2014-164973,OFF-ST-10002974,30.499000000000002,43.57,1,0.0,13.071
CA-2014-156601,OFF-FA-10000624,5.37,7.16,2,0.0,3.58
CA-2016-162138,OFF-BI-10004593,187.592,251.52,6,0.2,81.744
CA-2016-162138,TEC-AC-10001908,64.9935,99.99,1,0.0,34.9965
CA-2017-153339,FUR-FU-10001967,11.794100000000002,15.992,1,0.2,0.9995
US-2016-141544,TEC-PH-10003645,197.16420000000002,290.898,3,0.4,-67.8762
US-2016-141544,OFF-ST-10000675,41.6847,54.224,2,0.2,3.389
US-2016-141544,FUR-CH-10003312,615.3462,786.744,4,0.3,-258.5016
US-2016-141544,OFF-LA-10001074,76.80890000000001,100.24,10,0.2,33.831
US-2016-141544,OFF-BI-10001524,15.944800000000003,37.764,6,0.7,-27.6936
US-2016-150147,TEC-PH-10004614,60.03,82.8,2,0.4,-20.7
US-2016-150147,OFF-BI-10001153,13.125200000000001,20.724,2,0.7,-13.816
US-2016-150147,OFF-BI-10001982,2.6112,4.896,3,0.7,-3.4272
CA-2015-137946,OFF-BI-10001922,2.1978,4.752,1,0.2,1.6038
CA-2015-137946,TEC-CO-10001449,599.99,959.984,2,0.2,335.9944
CA-2015-137946,OFF-BI-10004140,10.3719,14.368,4,0.2,4.49
CA-2014-129924,OFF-BI-10003314,4.7718,7.712,2,0.2,2.7956
CA-2014-129924,FUR-TA-10004575,564.5012,698.352,3,0.2,-17.4588
